OID_,Site_1,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,MEAN,Population,OBJECTID,Id,gridcode,Site,OBJECTID_1,FID_Yukon_spawning_sites,Site_12,Latitude,Longitude,FID_YRC_CU,OBJECTID_12,WATERSHED_,SUB_SUB_DR,MAJOR_DRAI,MAJOR_DR_1,SUB_DRAINA,SUB_DRAI_1,SUB_SUB__1,SUB_SUB__2,GEOMETRY_A,GEOMETRY_L,Shape_Leng,Shape_Length,Shape_Area,Drainage_area,Mean_elev,Isolated,Sporadic,Extensive_disc,Continuous,Prod_level
1289,Fifteen-MileR,15,1398.000000000000000,1398.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,88.018605244517786,Lower Mainstem,15,1,6,Fifteen-MileR,97,6,Fifteen-MileR,64.283709999999999,-139.814420000000013,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,249367.928714449080871,1307276209.022452354431152,1307276209.022452354431152,1079.486340652809986,0.000000000000000,143511300.000000000000000,878468400.000000000000000,285300000.000000000000000,minor
1290,BeaverR,16,5328.000000000000000,5328.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,57.382530040569158,Stewart,16,4,1,BeaverR,92,1,BeaverR,63.958750000000002,-133.893689999999992,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,577270.796424818807282,5003479037.061246871948242,5003479037.061249732971191,1178.413723961700043,0.000000000000000,237833100.000000000000000,3916927800.000000000000000,848777400.000000000000000,minor
1291,ChandinduR,17,1803.000000000000000,1803.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,90.337626128743935,Lower Mainstem,17,6,2,ChandinduR,96,2,ChandinduR,64.252660000000006,-139.715579999999989,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,301800.385013708670158,1689781766.633125782012939,1689781766.633125782012939,1065.260426060490090,99900.000000000000000,107922600.000000000000000,1204753500.000000000000000,377018100.000000000000000,minor
1292,NKlondikeR,18,1233.000000000000000,1233.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,104.538442647273513,Lower Mainstem,18,7,12,NKlondikeR,93,12,NKlondikeR,63.962629999999997,-138.688389999999998,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,246846.608186280413065,1148196721.447108983993530,1148196721.447108983993530,1198.720116450859905,0.000000000000000,20351700.000000000000000,769858200.000000000000000,357978600.000000000000000,minor
1293,SMcQuestenR,19,1581.000000000000000,1581.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,53.369468672075037,Stewart,19,8,17,SMcQuestenR,90,17,SMcQuestenR,63.844389999999997,-136.302150000000012,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,286451.300721434934530,1487899781.103955507278442,1487899781.103955507278442,944.740575590377944,0.000000000000000,214119900.000000000000000,1227845700.000000000000000,45918900.000000000000000,minor
1294,UStewartR,20,15877.000000000000000,15877.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,55.842141457226262,Stewart,20,11,19,UStewartR,86,19,UStewartR,63.560459999999999,-133.965789999999998,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,1256295.355707476614043,14958708917.845438003540039,14958708917.845438003540039,1214.980338886849950,0.000000000000000,508706100.000000000000000,12243902400.000000000000000,2182320000.000000000000000,minor
1295,RacklaR,21,1936.000000000000000,1936.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,54.189354328084704,Stewart,21,15,16,RacklaR,95,16,RacklaR,64.115799999999993,-134.384119999999996,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,319176.743728009925690,1821069295.289573431015015,1821069295.289570093154907,1198.661014817540035,0.000000000000000,65308500.000000000000000,1431189000.000000000000000,324552600.000000000000000,minor
1296,NMcQuestenR,22,2183.000000000000000,2183.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,61.487164544993540,Stewart,22,16,13,NMcQuestenR,91,13,NMcQuestenR,63.847329999999999,-136.312170000000009,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,360024.163100475736428,2059699417.550010681152344,2059699417.550010681152344,1121.338916872709888,0.000000000000000,282796200.000000000000000,1614371400.000000000000000,162567900.000000000000000,minor
1297,MayoR,23,2816.000000000000000,2816.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,50.031782667067937,Stewart,23,23,10,MayoR,88,10,MayoR,63.586419999999997,-135.916650000000004,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,436892.178166087134741,2669926310.550635337829590,2669926310.550635337829590,1033.276399222580039,0.000000000000000,282105000.000000000000000,2286638100.000000000000000,101156400.000000000000000,minor
1298,PleasantCr,24,1726.000000000000000,1726.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,40.008470445767806,Stewart,24,30,15,PleasantCr,82,15,PleasantCr,63.519039999999997,-133.911049999999989,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,348151.938783386081923,1636933310.099194526672363,1636933310.099194526672363,1020.203303988379957,0.000000000000000,1773000.000000000000000,1630857600.000000000000000,4278600.000000000000000,minor
1299,JanetCr,25,357.000000000000000,357.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,44.140924410993655,Stewart,25,33,8,JanetCr,89,8,JanetCr,63.618540000000003,-135.478250000000003,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,138095.770443241752218,337291372.290722489356995,337291372.290722489356995,907.836000427382032,0.000000000000000,34820100.000000000000000,301625100.000000000000000,803700.000000000000000,minor
1300,WatsonCr,26,144.000000000000000,144.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,41.599374930063888,Stewart,26,35,20,WatsonCr,83,20,WatsonCr,63.535739999999997,-135.154010000000000,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,66858.195466965349624,142213921.444679290056229,142213921.444679290056229,916.505192088732997,0.000000000000000,23328900.000000000000000,118765800.000000000000000,126900.000000000000000,minor
1301,McQuestenR,27,5095.000000000000000,5095.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,57.874053028919015,Stewart,27,36,11,McQuestenR,85,11,McQuestenR,63.553849999999997,-137.442550000000011,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,548807.485683294129558,4812354647.644128799438477,4812354647.644128799438477,1017.492904539260053,0.000000000000000,586290600.000000000000000,3991181400.000000000000000,234846000.000000000000000,major
1302,CrookedCr,28,1362.000000000000000,1362.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,52.829008841829626,Stewart,28,47,4,CrookedCr,80,4,CrookedCr,63.380270000000003,-136.689500000000010,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,259129.013299601152539,1301734024.667881488800049,1301734024.667881488800049,902.442208855121976,0.000000000000000,30599100.000000000000000,1254643200.000000000000000,16457400.000000000000000,minor
1303,EmeraldCr,29,753.000000000000000,753.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,16.476015959761188,Stewart,29,52,5,EmeraldCr,81,5,EmeraldCr,63.380319999999998,-131.802740000000000,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,168898.138633485737955,707029714.836699962615967,707029714.836699962615967,1334.234263487109956,0.000000000000000,0.000000000000000,687438000.000000000000000,19579500.000000000000000,minor
1304,BigKalzasR,30,1984.000000000000000,1984.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,49.390020130142098,Pelly,30,53,44,BigKalzasR,73,44,BigKalzasR,62.892280000000000,-135.485000000000014,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,337643.567187811248004,1901553419.841022729873657,1901553419.841022729873657,1050.344939511910070,0.000000000000000,41280300.000000000000000,1805990400.000000000000000,54275400.000000000000000,minor
1305,MooseR,31,1144.000000000000000,1144.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,41.003356625150111,Pelly,31,55,55,MooseR,74,55,MooseR,62.991849999999999,-134.731030000000004,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,265400.040938744146843,1093811604.392079114913940,1093811604.392079114913940,976.945710266749984,0.000000000000000,6669900.000000000000000,1086943500.000000000000000,212400.000000000000000,minor
1306,OllieCr,32,1324.000000000000000,1324.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,19.362598201659477,Stewart,32,56,14,OllieCr,79,14,OllieCr,63.306179999999998,-131.286180000000002,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,254023.283903897012351,1269012285.215501308441162,1269012285.215501308441162,1319.872053918189977,0.000000000000000,0.000000000000000,1262979000.000000000000000,6029100.000000000000000,minor
1307,RossR,33,7506.000000000000000,7506.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,40.917635227755262,Pelly,33,63,61,RossR,46,61,RossR,61.985819999999997,-132.418509999999998,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,847472.582759606768377,7254710601.478563308715820,7254710601.478563308715820,1111.321057646109921,0.000000000000000,0.000000000000000,7240397400.000000000000000,14316300.000000000000000,major
1308,SMacmillanR,34,5756.000000000000000,5756.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,37.526714717289693,Pelly,34,71,63,SMacmillanR,75,63,SMacmillanR,63.029769999999999,-133.287059999999997,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,830633.815171816968359,5530265243.537662506103516,5530265243.537662506103516,1178.449957251450087,0.000000000000000,0.000000000000000,5498982000.000000000000000,31219200.000000000000000,major
1309,NMacmillanR,35,2988.000000000000000,2988.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,33.525716186686900,Pelly,35,91,56,NMacmillanR,77,56,NMacmillanR,63.043920000000000,-133.277130000000000,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,411517.589436162728816,2861164537.926766872406006,2861164537.926766872406006,1188.216999339600079,0.000000000000000,0.000000000000000,2859557400.000000000000000,1632600.000000000000000,minor
1310,TayR,36,3885.000000000000000,3885.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,46.917528930624840,Pelly,36,97,64,TayR,61,64,TayR,62.568230000000000,-134.354389999999995,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,605014.567088706535287,3757421835.552163124084473,3757421835.552163124084473,1176.261536659719923,198000.000000000000000,0.000000000000000,3756420900.000000000000000,792900.000000000000000,minor
1311,PrevostR,37,1311.000000000000000,1311.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,40.590297492381502,Pelly,37,113,59,PrevostR,62,59,PrevostR,62.603230000000003,-131.170809999999989,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,315236.872280705312733,1263163793.222994327545166,1263163793.222994327545166,1189.697305351590103,0.000000000000000,0.000000000000000,1262421000.000000000000000,810000.000000000000000,minor
1312,RiddellR,38,1531.000000000000000,1531.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,44.911672061444406,Pelly,38,117,60,RiddellR,70,60,RiddellR,62.844029999999997,-132.421220000000005,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,309505.952235208533239,1477321155.115741729736328,1477321155.115741729736328,1139.563965593270041,0.000000000000000,0.000000000000000,1477062900.000000000000000,223200.000000000000000,minor
1313,GlenlyonR,39,672.000000000000000,672.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,34.610104166326074,Pelly,39,132,47,GlenlyonR,59,47,GlenlyonR,62.482799999999997,-134.163569999999993,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,178788.056693041726248,652955332.719030618667603,652955332.719030618667603,1268.695695395180110,0.000000000000000,0.000000000000000,649030500.000000000000000,3930300.000000000000000,minor
1314,DruryCr,40,615.000000000000000,615.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,32.006943040553153,Carmacks,40,133,24,DruryCr,54,24,DruryCr,62.196129999999997,-134.387609999999995,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,163911.741743390652118,596275490.787202835083008,596275490.787202835083008,1223.176778251709948,0.000000000000000,5400.000000000000000,594271800.000000000000000,1999800.000000000000000,minor
1315,BigCr,41,1901.000000000000000,1901.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,86.795386603855306,Middle Mainstem,41,136,22,BigCr,63,22,BigCr,62.616059999999997,-136.993509999999986,0,1,38,09CD,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Middle Mainstem,Cours supérieur du Yukon,Upper Yukon - White,Cours supérieur du Yukon - White,5273477402.329999923706055,457456.671924999973271,457456.671924999973271,279665.403159108944237,1846733994.060187101364136,1846733994.060187101364136,1056.984833909210010,0.000000000000000,0.000000000000000,1793158200.000000000000000,53539200.000000000000000,minor
1316,TummelR,42,752.000000000000000,752.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,34.079960145848879,Pelly,42,141,65,TummelR,65,65,TummelR,62.756630000000001,-135.064019999999999,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,199468.667469544539927,727344099.812384009361267,727344099.812384009361267,1058.611679107099917,0.000000000000000,17100.000000000000000,725770800.000000000000000,1547100.000000000000000,minor
1317,UPellyR,43,11491.000000000000000,11491.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,68.530838031949699,Pelly,43,145,66,UPellyR,45,66,UPellyR,61.980229999999999,-132.413119999999992,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,1017186.509254799806513,11194287158.638072967529297,11194287158.638072967529297,1201.595123720730044,0.000000000000000,0.000000000000000,11117978100.000000000000000,76257000.000000000000000,minor
1318,WoodsideCr,44,1433.000000000000000,1433.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,87.939295117204523,Pelly,44,161,67,WoodsideCr,48,67,WoodsideCr,62.034619999999997,-130.558490000000006,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,280685.511160177760758,1394786008.306702852249146,1394786008.306702852249146,1232.284837431710002,0.000000000000000,0.000000000000000,1391978700.000000000000000,2826900.000000000000000,minor
1319,WalshCr,45,560.000000000000000,560.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,34.851232208524401,Carmacks,45,170,41,WalshCr,44,41,WalshCr,61.920009999999998,-134.941489999999988,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,160535.634413267369382,542140360.134344339370728,542140360.134344339370728,1022.997405153480031,0.000000000000000,9642600.000000000000000,532466100.000000000000000,18900.000000000000000,minor
1320,IncisedCr,46,1435.000000000000000,1435.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,67.673923324956874,Middle Mainstem,46,177,25,IncisedCr,49,25,IncisedCr,62.043349999999997,-136.279310000000009,0,1,38,09CD,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Middle Mainstem,Cours supérieur du Yukon,Upper Yukon - White,Cours supérieur du Yukon - White,5273477402.329999923706055,457456.671924999973271,457456.671924999973271,313224.355338979861699,1389143505.825288295745850,1389143505.825288295745850,1111.072638505399937,0.000000000000000,910800.000000000000000,1382002200.000000000000000,6275700.000000000000000,minor
1321,KirklandCr,47,1247.000000000000000,1247.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,70.782197237970692,Middle Mainstem,47,206,26,KirklandCr,36,26,KirklandCr,61.744050000000001,-136.040989999999994,0,1,38,09CD,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Middle Mainstem,Cours supérieur du Yukon,Upper Yukon - White,Cours supérieur du Yukon - White,5273477402.329999923706055,457456.671924999973271,457456.671924999973271,288133.658074981241953,1227023226.411679506301880,1227023226.411679506301880,1197.912811399729890,0.000000000000000,45454500.000000000000000,1149522300.000000000000000,32048100.000000000000000,minor
1322,BigCampbellCr,48,1011.000000000000000,1011.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,110.609495459159419,Pelly,48,216,43,BigCampbellCr,39,43,BigCampbellCr,61.772720000000000,-131.128780000000006,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,245830.581922669691266,994366921.586977839469910,994366921.586977839469910,1252.786217879980086,0.000000000000000,0.000000000000000,972026100.000000000000000,22357800.000000000000000,minor
1323,BigSalmonR,49,7232.000000000000000,7232.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,58.402443317712930,Carmacks,49,219,23,BigSalmonR,42,23,BigSalmonR,61.880110000000002,-134.920839999999998,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,568467.582729665329680,7085648368.264714241027832,7085648368.264714241027832,1260.756833818740006,0.000000000000000,997351200.000000000000000,5569942500.000000000000000,518368500.000000000000000,major
1324,MinkR,50,496.000000000000000,496.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,55.155645124373898,Pelly,50,221,54,MinkR,34,54,MinkR,61.731670000000001,-131.335990000000010,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,123490.950860891360207,482232537.884594261646271,482232537.884594261646271,1173.973037542609973,0.000000000000000,0.000000000000000,482221800.000000000000000,31500.000000000000000,minor
1325,NorthernCr,51,294.000000000000000,294.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,49.409217691745859,Carmacks,51,222,35,NorthernCr,40,35,NorthernCr,61.847189999999998,-133.975809999999996,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,90826.235153471468948,283658249.317069768905640,283658249.317069768905640,1427.578298287130110,0.000000000000000,0.000000000000000,278275500.000000000000000,5378400.000000000000000,minor
1326,NordenskioldR,52,6617.000000000000000,6617.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,71.168623222223047,Middle Mainstem,52,237,34,NordenskioldR,51,34,NordenskioldR,62.102139999999999,-136.301230000000004,0,1,38,09CD,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Middle Mainstem,Cours supérieur du Yukon,Upper Yukon - White,Cours supérieur du Yukon - White,5273477402.329999923706055,457456.671924999973271,457456.671924999973271,660877.605719790677540,6492805958.814288139343262,6492805958.814288139343262,1058.606564357120078,0.000000000000000,1719315000.000000000000000,4678524000.000000000000000,95063400.000000000000000,minor
1327,UNisutlinR,53,3434.000000000000000,3434.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,75.641680235354514,Teslin,53,240,95,UNisutlinR,27,95,UNisutlinR,61.174900000000001,-132.964550000000003,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,408957.037394414190203,3375665266.231499195098877,3375665266.231499195098877,1328.081689688030110,0.000000000000000,586118700.000000000000000,2695862700.000000000000000,93643200.000000000000000,major
1328,HooleR,54,1105.000000000000000,1105.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,90.913366547321274,Pelly,54,255,48,HooleR,37,48,HooleR,61.748989999999999,-131.710610000000003,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,239296.660370913508814,1087305631.147433042526245,1087305631.147433042526245,1338.848592268979928,0.000000000000000,0.000000000000000,1053851400.000000000000000,33461100.000000000000000,minor
1329,RoseR,55,978.000000000000000,978.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,57.520940687027505,Teslin,55,263,87,RoseR,28,87,RoseR,61.181469999999997,-132.982010000000002,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,216388.487116870499449,959589996.324609279632568,959589996.324609279632568,1352.382665682109973,0.000000000000000,140381100.000000000000000,771146100.000000000000000,48048300.000000000000000,minor
1330,KlushaCr,56,1509.000000000000000,1509.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,71.534267678333549,Middle Mainstem,56,265,29,KlushaCr,35,29,KlushaCr,61.735970000000002,-136.013659999999987,0,1,38,09CD,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Middle Mainstem,Cours supérieur du Yukon,Upper Yukon - White,Cours supérieur du Yukon - White,5273477402.329999923706055,457456.671924999973271,457456.671924999973271,357036.420167205214966,1490602138.528929710388184,1490602138.528929710388184,950.390117703182000,0.000000000000000,855170100.000000000000000,629766000.000000000000000,5723100.000000000000000,minor
1331,BoswellR,57,776.000000000000000,776.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,102.301043716902527,Teslin,57,273,68,BoswellR,24,68,BoswellR,61.052010000000003,-134.215030000000013,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,161734.818570520059438,772223581.845551133155823,772223581.845551133155823,1350.762388243329951,0.000000000000000,210966300.000000000000000,413104500.000000000000000,148159800.000000000000000,minor
1332,McIntyreCr,58,307.000000000000000,307.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,113.205146640442095,Upper Lakes and Mainstem,58,295,78,McIntyreCr,19,78,McIntyreCr,60.768430000000002,-135.089370000000002,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,114662.411176633861032,302974191.511241018772125,302974191.511241018772125,1232.334532219869971,0.000000000000000,196726500.000000000000000,81144000.000000000000000,25107300.000000000000000,minor
1333,WolfCr,59,449.000000000000000,449.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,98.210957635484519,Upper Lakes and Mainstem,59,296,97,WolfCr,13,97,WolfCr,60.625010000000003,-134.913109999999989,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,136899.445018710976001,449078069.176528215408325,449078069.176528215408325,1110.099095558450017,219600.000000000000000,354123000.000000000000000,80120700.000000000000000,14580900.000000000000000,minor
1334,IbexR,60,592.000000000000000,592.000000000000000,swe,StdTime,1998-01-01 0:00:00,1999-01-01 0:00:00,114.110152038368071,Upper Lakes and Mainstem,60,303,73,IbexR,20,73,IbexR,60.802300000000002,-135.729899999999986,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,190092.122596400877228,580222449.051307439804077,580222449.051307439804077,1323.603705795700080,0.000000000000000,256941000.000000000000000,197972100.000000000000000,125345700.000000000000000,minor
