OID_,SUB_DRAINA,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,MEAN
826,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1993-08-16 12:00:00,69.938970339737509
827,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1993-08-16 12:00:00,68.929696094489884
828,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1993-08-16 12:00:00,39.682961504537921
829,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1993-08-16 12:00:00,36.483488389362336
830,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1993-08-16 12:00:00,87.568293259989531
831,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1993-08-16 12:00:00,47.523470474326658
832,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1993-08-16 12:00:00,56.008252248626015
833,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1993-09-16 0:00:00,32.343957885679352
834,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1993-09-16 0:00:00,43.000116169872250
835,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1993-09-16 0:00:00,52.143728046714386
836,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1993-09-16 0:00:00,33.970578289263713
837,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1993-09-16 0:00:00,80.415641609036655
838,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1993-09-16 0:00:00,49.094223917678313
839,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1993-09-16 0:00:00,94.507262937983967
840,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1993-09-16 0:00:00,40.265503797393066
841,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1993-10-16 12:00:00,30.532698658047806
842,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1993-10-16 12:00:00,25.339295938726821
843,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1993-10-16 12:00:00,46.504007109131194
844,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1993-10-16 12:00:00,21.833310250312152
845,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1993-10-16 12:00:00,87.701740706621180
846,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1993-10-16 12:00:00,22.716597577547471
847,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1993-10-16 12:00:00,89.331144633129867
848,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1993-10-16 12:00:00,49.847321153557957
849,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1993-11-16 0:00:00,30.937067420804638
850,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1993-11-16 0:00:00,32.626497617275277
851,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1993-11-16 0:00:00,49.726704271493375
852,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1993-11-16 0:00:00,30.526404097542713
853,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1993-11-16 0:00:00,92.176814516517112
854,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1993-11-16 0:00:00,30.193291188696897
855,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1993-11-16 0:00:00,63.138051268853033
856,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1993-11-16 0:00:00,35.749172299291139
857,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1993-12-16 12:00:00,13.058816225410727
858,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1993-12-16 12:00:00,23.576280769518725
859,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1993-12-16 12:00:00,29.315830617581021
860,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1993-12-16 12:00:00,9.808415101932770
861,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1993-12-16 12:00:00,86.545623843230473
862,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1993-12-16 12:00:00,17.637056731517596
863,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1993-12-16 12:00:00,59.357583155925802
864,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1993-12-16 12:00:00,17.085172290000141
865,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-01-16 12:00:00,28.813682176732463
866,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-01-16 12:00:00,13.013772260484449
867,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-01-16 12:00:00,26.624840260756184
868,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-01-16 12:00:00,19.716852828025534
869,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-01-16 12:00:00,96.937904785464667
870,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-01-16 12:00:00,6.307670911407454
871,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-01-16 12:00:00,87.697780581357890
872,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-01-16 12:00:00,42.076906221706665
873,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-02-15 0:00:00,7.422383848501688
874,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-02-15 0:00:00,6.617264094473001
875,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-02-15 0:00:00,11.276668512529707
876,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-02-15 0:00:00,6.757377208509156
877,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-02-15 0:00:00,30.911306462221933
878,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-02-15 0:00:00,4.367189638262220
879,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-02-15 0:00:00,33.625165451978276
880,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-02-15 0:00:00,11.495452097610798
881,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-03-16 12:00:00,24.143336956520642
882,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-03-16 12:00:00,31.841893117407061
883,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-03-16 12:00:00,18.204838731939532
884,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-03-16 12:00:00,14.166140777375960
885,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-03-16 12:00:00,56.446413183609920
886,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-03-16 12:00:00,24.453781373510605
887,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-03-16 12:00:00,34.459091104377912
888,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-03-16 12:00:00,24.555935915152268
889,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-04-16 0:00:00,9.035885817920892
890,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-04-16 0:00:00,8.245399589308448
891,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-04-16 0:00:00,4.927332522163336
892,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-04-16 0:00:00,4.399418654230741
893,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-04-16 0:00:00,13.942828641113092
894,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-04-16 0:00:00,5.825941729652207
895,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-04-16 0:00:00,7.436786379093645
896,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-04-16 0:00:00,3.702643012827957
897,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-05-16 12:00:00,28.383433556613646
898,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-05-16 12:00:00,36.388930771217559
899,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-05-16 12:00:00,45.768518324475373
900,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-05-16 12:00:00,25.931263801816058
901,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-05-16 12:00:00,18.822500474901254
902,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-05-16 12:00:00,37.289599865345814
903,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-05-16 12:00:00,23.009226007962567
904,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-05-16 12:00:00,38.141898631720956
905,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-06-16 0:00:00,53.291413943041846
906,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-06-16 0:00:00,47.355764735681369
907,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-06-16 0:00:00,36.926695871522853
908,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-06-16 0:00:00,52.158917996263654
909,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-06-16 0:00:00,52.554873254947793
910,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-06-16 0:00:00,67.772382417557466
911,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-06-16 0:00:00,62.197774689124728
912,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-06-16 0:00:00,45.873545162008938
913,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-07-16 12:00:00,46.341227754737119
914,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-07-16 12:00:00,37.531357140962399
915,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-07-16 12:00:00,28.572014957487490
916,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-07-16 12:00:00,49.472463640808250
917,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-07-16 12:00:00,57.131931856184465
918,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-07-16 12:00:00,53.813810562142343
919,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-07-16 12:00:00,57.754619074075968
920,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-07-16 12:00:00,36.168481063448425
921,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-08-16 12:00:00,31.408538879594463
922,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-08-16 12:00:00,47.991117961132559
923,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-08-16 12:00:00,41.382638750478826
924,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-08-16 12:00:00,38.464014162737598
925,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-08-16 12:00:00,23.509368913487734
926,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-08-16 12:00:00,40.540002020231469
927,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-08-16 12:00:00,32.257756089888822
928,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-08-16 12:00:00,28.218223288566996
929,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-09-16 0:00:00,54.741003599365669
930,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-09-16 0:00:00,51.807690376838544
931,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-09-16 0:00:00,62.456250532805399
932,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-09-16 0:00:00,52.443605965252203
933,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-09-16 0:00:00,89.681230285736163
934,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-09-16 0:00:00,28.327657851010386
935,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-09-16 0:00:00,88.582296897652370
936,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-09-16 0:00:00,59.236056529859376
937,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-10-16 12:00:00,38.256876888246040
938,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-10-16 12:00:00,35.951574716433811
939,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-10-16 12:00:00,33.929402188517159
940,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-10-16 12:00:00,33.809161761064530
941,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-10-16 12:00:00,64.377131405459323
942,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-10-16 12:00:00,38.443146596348413
943,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-10-16 12:00:00,86.341133033388246
944,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-10-16 12:00:00,44.660889050189901
945,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-11-16 0:00:00,32.492679653093305
946,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-11-16 0:00:00,34.292991521896084
947,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-11-16 0:00:00,35.115456057720515
948,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-11-16 0:00:00,28.476745606001369
949,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-11-16 0:00:00,91.207676190942266
950,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-11-16 0:00:00,41.323372616768943
951,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-11-16 0:00:00,94.090402978924772
952,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-11-16 0:00:00,32.380920690146155
953,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1994-12-16 12:00:00,7.356875806464551
954,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1994-12-16 12:00:00,20.389863695338786
955,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1994-12-16 12:00:00,10.617425674974747
956,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1994-12-16 12:00:00,7.091566755673253
957,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1994-12-16 12:00:00,62.933891500917461
958,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1994-12-16 12:00:00,28.800246781509486
959,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1994-12-16 12:00:00,22.846170407445449
960,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1994-12-16 12:00:00,6.086117159030427
961,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-01-16 12:00:00,7.422439208056066
962,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-01-16 12:00:00,10.395201774306869
963,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-01-16 12:00:00,8.967168189606562
964,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-01-16 12:00:00,4.487645538359587
965,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-01-16 12:00:00,24.221717370179519
966,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-01-16 12:00:00,15.171491461037833
967,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-01-16 12:00:00,11.608044226497665
968,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-01-16 12:00:00,7.577512064808247
969,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-02-15 0:00:00,18.751315712825235
970,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-02-15 0:00:00,6.845999113090139
971,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-02-15 0:00:00,12.425613303755011
972,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-02-15 0:00:00,16.987073127238070
973,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-02-15 0:00:00,73.756677975848675
974,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-02-15 0:00:00,8.017066090581398
975,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-02-15 0:00:00,39.742659334941052
976,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-02-15 0:00:00,20.521615395325714
977,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-03-16 12:00:00,23.084139166644942
978,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-03-16 12:00:00,19.218013441082874
979,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-03-16 12:00:00,33.257383237961747
980,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-03-16 12:00:00,13.046271750597324
981,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-03-16 12:00:00,49.868037908891345
982,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-03-16 12:00:00,17.747569337548281
983,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-03-16 12:00:00,49.179731392225939
984,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-03-16 12:00:00,42.601024915398234
985,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-04-16 0:00:00,0.959856165221174
986,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-04-16 0:00:00,1.085077113836437
987,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-04-16 0:00:00,3.448419486079107
988,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-04-16 0:00:00,0.141442213630951
989,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-04-16 0:00:00,6.219469483704756
990,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-04-16 0:00:00,1.386287782247058
991,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-04-16 0:00:00,3.470523590238162
992,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-04-16 0:00:00,2.414580977168451
993,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-05-16 12:00:00,33.190659459135269
994,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-05-16 12:00:00,22.632399202504946
995,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-05-16 12:00:00,22.194737717621539
996,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-05-16 12:00:00,39.954578823609872
997,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-05-16 12:00:00,9.929548496072307
998,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-05-16 12:00:00,31.694566603762247
999,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-05-16 12:00:00,19.962734255423349
1000,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-05-16 12:00:00,15.794533423930529
1001,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-06-16 0:00:00,30.098841727866994
1002,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-06-16 0:00:00,55.118019778760832
1003,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-06-16 0:00:00,64.222738980033938
1004,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-06-16 0:00:00,34.955671406889429
1005,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-06-16 0:00:00,25.725342851139882
1006,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-06-16 0:00:00,68.158704471633797
1007,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-06-16 0:00:00,34.951315836657365
1008,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-06-16 0:00:00,49.200401078414117
1009,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-07-16 12:00:00,114.817067953591021
1010,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-07-16 12:00:00,95.411732261001845
1011,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-07-16 12:00:00,105.676846647497740
1012,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-07-16 12:00:00,139.050431669792829
1013,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-07-16 12:00:00,49.098504039071400
1014,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-07-16 12:00:00,83.614307521064447
1015,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-07-16 12:00:00,61.272546121768912
1016,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-07-16 12:00:00,96.502101889254774
1017,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-08-16 12:00:00,70.660263254701391
1018,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-08-16 12:00:00,63.692342687476284
1019,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-08-16 12:00:00,91.169054432152080
1020,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-08-16 12:00:00,96.984408464267531
1021,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-08-16 12:00:00,66.015903346164521
1022,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-08-16 12:00:00,77.055161741133460
1023,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-08-16 12:00:00,94.499155586435137
1024,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-08-16 12:00:00,89.847438993657477
1025,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-09-16 0:00:00,25.204377979286033
1026,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-09-16 0:00:00,39.989750263756783
1027,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-09-16 0:00:00,36.938260316401660
1028,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-09-16 0:00:00,18.689061797421132
1029,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-09-16 0:00:00,35.016509092420748
1030,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-09-16 0:00:00,38.075971545683821
1031,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-09-16 0:00:00,40.830696253956887
1032,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-09-16 0:00:00,26.460098591481739
1033,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-10-16 12:00:00,26.493529619779288
1034,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-10-16 12:00:00,27.501237456795980
1035,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-10-16 12:00:00,21.049839314047254
1036,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-10-16 12:00:00,17.776839688146936
1037,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-10-16 12:00:00,32.590623873189841
1038,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-10-16 12:00:00,21.106570984289672
1039,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-10-16 12:00:00,42.132975360095138
1040,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-10-16 12:00:00,18.360182625305832
1041,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-11-16 0:00:00,29.738386337983933
1042,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-11-16 0:00:00,15.346377731794066
1043,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-11-16 0:00:00,34.408541144456606
1044,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-11-16 0:00:00,22.066800325487328
1045,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-11-16 0:00:00,81.535458708884391
1046,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-11-16 0:00:00,6.217649554969370
1047,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-11-16 0:00:00,80.927247979475709
1048,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-11-16 0:00:00,36.531061329568949
1049,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1995-12-16 12:00:00,22.874483824766212
1050,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1995-12-16 12:00:00,22.975557314112791
1051,Pelly,3,52274.000000000000000,52274.000000000000000,prcp,StdTime,1995-12-16 12:00:00,29.775560705500332
1052,White Donjek,4,35813.000000000000000,35813.000000000000000,prcp,StdTime,1995-12-16 12:00:00,8.728874153196225
1053,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,prcp,StdTime,1995-12-16 12:00:00,61.560323804127528
1054,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,prcp,StdTime,1995-12-16 12:00:00,8.782122408835201
1055,Teslin,7,35505.000000000000000,35505.000000000000000,prcp,StdTime,1995-12-16 12:00:00,55.673126900241520
1056,Carmacks,8,14510.000000000000000,14510.000000000000000,prcp,StdTime,1995-12-16 12:00:00,24.997835274715424
1057,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,prcp,StdTime,1996-01-16 12:00:00,18.188194207352076
1058,Stewart,2,54143.000000000000000,54143.000000000000000,prcp,StdTime,1996-01-16 12:00:00,16.187429031010595
