"","date","meansst","Ecosystem_sub"
"4802",1991-07-29,9.33,"Southeastern Bering Sea"
"4803",1991-07-30,9.79,"Northern Bering Sea"
"4804",1991-07-30,9.23,"Southeastern Bering Sea"
"4805",1991-07-31,9.69,"Northern Bering Sea"
"4806",1991-07-31,9.22,"Southeastern Bering Sea"
"4807",1991-08-01,9.18,"Northern Bering Sea"
"4808",1991-08-01,8.7,"Southeastern Bering Sea"
"4809",1991-08-02,9.28,"Northern Bering Sea"
"4810",1991-08-02,8.77,"Southeastern Bering Sea"
"4811",1991-08-03,8.89,"Northern Bering Sea"
"4812",1991-08-03,8.64,"Southeastern Bering Sea"
"4813",1991-08-04,8.28,"Northern Bering Sea"
"4814",1991-08-04,8.56,"Southeastern Bering Sea"
"4815",1991-08-05,8.33,"Northern Bering Sea"
"4816",1991-08-05,8.51,"Southeastern Bering Sea"
"4817",1991-08-06,8.47,"Northern Bering Sea"
"4818",1991-08-06,8.74,"Southeastern Bering Sea"
"4819",1991-08-07,9.17,"Northern Bering Sea"
"4820",1991-08-07,9.08,"Southeastern Bering Sea"
"4821",1991-08-08,9.16,"Northern Bering Sea"
"4822",1991-08-08,9.38,"Southeastern Bering Sea"
"4823",1991-08-09,9.19,"Northern Bering Sea"
"4824",1991-08-09,9.36,"Southeastern Bering Sea"
"4825",1991-08-10,9.01,"Northern Bering Sea"
"4826",1991-08-10,9.35,"Southeastern Bering Sea"
"4827",1991-08-11,9.28,"Northern Bering Sea"
"4828",1991-08-11,9.44,"Southeastern Bering Sea"
"4829",1991-08-12,9.36,"Northern Bering Sea"
"4830",1991-08-12,9.47,"Southeastern Bering Sea"
"4831",1991-08-13,9.49,"Northern Bering Sea"
"4832",1991-08-13,9.7,"Southeastern Bering Sea"
"4833",1991-08-14,10.18,"Northern Bering Sea"
"4834",1991-08-14,10.03,"Southeastern Bering Sea"
"4835",1991-08-15,10.26,"Northern Bering Sea"
"4836",1991-08-15,10.11,"Southeastern Bering Sea"
"4837",1991-08-16,10.4,"Northern Bering Sea"
"4838",1991-08-16,10.02,"Southeastern Bering Sea"
"4839",1991-08-17,10.56,"Northern Bering Sea"
"4840",1991-08-17,9.94,"Southeastern Bering Sea"
"4841",1991-08-18,10.96,"Northern Bering Sea"
"4842",1991-08-18,9.95,"Southeastern Bering Sea"
"4843",1991-08-19,9.89,"Northern Bering Sea"
"4844",1991-08-19,9.37,"Southeastern Bering Sea"
"4845",1991-08-20,9.87,"Northern Bering Sea"
"4846",1991-08-20,9.1,"Southeastern Bering Sea"
"4847",1991-08-21,10,"Northern Bering Sea"
"4848",1991-08-21,9.31,"Southeastern Bering Sea"
"4849",1991-08-22,10.2,"Northern Bering Sea"
"4850",1991-08-22,9.49,"Southeastern Bering Sea"
"4851",1991-08-23,9.42,"Northern Bering Sea"
"4852",1991-08-23,9.29,"Southeastern Bering Sea"
"4853",1991-08-24,9.77,"Northern Bering Sea"
"4854",1991-08-24,9.33,"Southeastern Bering Sea"
"4855",1991-08-25,9.78,"Northern Bering Sea"
"4856",1991-08-25,9.47,"Southeastern Bering Sea"
"4857",1991-08-26,9.88,"Northern Bering Sea"
"4858",1991-08-26,9.6,"Southeastern Bering Sea"
"4859",1991-08-27,9.92,"Northern Bering Sea"
"4860",1991-08-27,9.7,"Southeastern Bering Sea"
"4861",1991-08-28,9.88,"Northern Bering Sea"
"4862",1991-08-28,9.61,"Southeastern Bering Sea"
"4863",1991-08-29,10.36,"Northern Bering Sea"
"4864",1991-08-29,10.15,"Southeastern Bering Sea"
"4865",1991-08-30,9.6,"Northern Bering Sea"
"4866",1991-08-30,9.71,"Southeastern Bering Sea"
"4867",1991-08-31,10.22,"Northern Bering Sea"
"4868",1991-08-31,10.2,"Southeastern Bering Sea"
"4869",1991-09-01,9.9,"Northern Bering Sea"
"4870",1991-09-01,9.96,"Southeastern Bering Sea"
"4871",1991-09-02,10.17,"Northern Bering Sea"
"4872",1991-09-02,9.97,"Southeastern Bering Sea"
"4873",1991-09-03,9.88,"Northern Bering Sea"
"4874",1991-09-03,10.03,"Southeastern Bering Sea"
"4875",1991-09-04,10.12,"Northern Bering Sea"
"4876",1991-09-04,10.14,"Southeastern Bering Sea"
"4877",1991-09-05,10.21,"Northern Bering Sea"
"4878",1991-09-05,10.05,"Southeastern Bering Sea"
"4879",1991-09-06,10.13,"Northern Bering Sea"
"4880",1991-09-06,10,"Southeastern Bering Sea"
"4881",1991-09-07,10.02,"Northern Bering Sea"
"4882",1991-09-07,9.94,"Southeastern Bering Sea"
"4883",1991-09-08,9.9,"Northern Bering Sea"
"4884",1991-09-08,9.64,"Southeastern Bering Sea"
"4885",1991-09-09,9.58,"Northern Bering Sea"
"4886",1991-09-09,9.39,"Southeastern Bering Sea"
"4887",1991-09-10,9.32,"Northern Bering Sea"
"4888",1991-09-10,9.5,"Southeastern Bering Sea"
"4889",1991-09-11,9.27,"Northern Bering Sea"
"4890",1991-09-11,9.34,"Southeastern Bering Sea"
"4891",1991-09-12,9.33,"Northern Bering Sea"
"4892",1991-09-12,9.34,"Southeastern Bering Sea"
"4893",1991-09-13,9.32,"Northern Bering Sea"
"4894",1991-09-13,9.15,"Southeastern Bering Sea"
"4895",1991-09-14,9.13,"Northern Bering Sea"
"4896",1991-09-14,9.12,"Southeastern Bering Sea"
"4897",1991-09-15,8.95,"Northern Bering Sea"
"4898",1991-09-15,8.99,"Southeastern Bering Sea"
"4899",1991-09-16,8.22,"Northern Bering Sea"
"4900",1991-09-16,8.94,"Southeastern Bering Sea"
"4901",1991-09-17,8.43,"Northern Bering Sea"
"4902",1991-09-17,9.1,"Southeastern Bering Sea"
"4903",1991-09-18,8.22,"Northern Bering Sea"
"4904",1991-09-18,9.04,"Southeastern Bering Sea"
"4905",1991-09-19,8.03,"Northern Bering Sea"
"4906",1991-09-19,9.07,"Southeastern Bering Sea"
"4907",1991-09-20,8.12,"Northern Bering Sea"
"4908",1991-09-20,9.14,"Southeastern Bering Sea"
"4909",1991-09-21,8.04,"Northern Bering Sea"
"4910",1991-09-21,9.12,"Southeastern Bering Sea"
"4911",1991-09-22,7.54,"Northern Bering Sea"
"4912",1991-09-22,8.92,"Southeastern Bering Sea"
"4913",1991-09-23,7.01,"Northern Bering Sea"
"4914",1991-09-23,8.61,"Southeastern Bering Sea"
"4915",1991-09-24,6.73,"Northern Bering Sea"
"4916",1991-09-24,8.52,"Southeastern Bering Sea"
"4917",1991-09-25,6.61,"Northern Bering Sea"
"4918",1991-09-25,8.39,"Southeastern Bering Sea"
"4919",1991-09-26,6.46,"Northern Bering Sea"
"4920",1991-09-26,8.25,"Southeastern Bering Sea"
"4921",1991-09-27,6.39,"Northern Bering Sea"
"4922",1991-09-27,8.26,"Southeastern Bering Sea"
"4923",1991-09-28,6.4,"Northern Bering Sea"
"4924",1991-09-28,8.21,"Southeastern Bering Sea"
"4925",1991-09-29,6.39,"Northern Bering Sea"
"4926",1991-09-29,8.18,"Southeastern Bering Sea"
"4927",1991-09-30,6.39,"Northern Bering Sea"
"4928",1991-09-30,8.03,"Southeastern Bering Sea"
"4929",1991-10-01,6.1,"Northern Bering Sea"
"4930",1991-10-01,7.91,"Southeastern Bering Sea"
"4931",1991-10-02,5.96,"Northern Bering Sea"
"4932",1991-10-02,7.73,"Southeastern Bering Sea"
"4933",1991-10-03,5.57,"Northern Bering Sea"
"4934",1991-10-03,7.5,"Southeastern Bering Sea"
"4935",1991-10-04,5.57,"Northern Bering Sea"
"4936",1991-10-04,7.51,"Southeastern Bering Sea"
"4937",1991-10-05,5.67,"Northern Bering Sea"
"4938",1991-10-05,7.75,"Southeastern Bering Sea"
"4939",1991-10-06,5.56,"Northern Bering Sea"
"4940",1991-10-06,7.6,"Southeastern Bering Sea"
"4941",1991-10-07,4.76,"Northern Bering Sea"
"4942",1991-10-07,7.15,"Southeastern Bering Sea"
"4943",1991-10-08,5.28,"Northern Bering Sea"
"4944",1991-10-08,7.3,"Southeastern Bering Sea"
"4945",1991-10-09,5.51,"Northern Bering Sea"
"4946",1991-10-09,7.43,"Southeastern Bering Sea"
"4947",1991-10-10,6.33,"Northern Bering Sea"
"4948",1991-10-10,8.32,"Southeastern Bering Sea"
"4949",1991-10-11,6.12,"Northern Bering Sea"
"4950",1991-10-11,8.29,"Southeastern Bering Sea"
"4951",1991-10-12,5.72,"Northern Bering Sea"
"4952",1991-10-12,8.12,"Southeastern Bering Sea"
"4953",1991-10-13,5.48,"Northern Bering Sea"
"4954",1991-10-13,8.07,"Southeastern Bering Sea"
"4955",1991-10-14,5.49,"Northern Bering Sea"
"4956",1991-10-14,8.07,"Southeastern Bering Sea"
"4957",1991-10-15,5.32,"Northern Bering Sea"
"4958",1991-10-15,7.97,"Southeastern Bering Sea"
"4959",1991-10-16,5.08,"Northern Bering Sea"
"4960",1991-10-16,7.72,"Southeastern Bering Sea"
"4961",1991-10-17,4.56,"Northern Bering Sea"
"4962",1991-10-17,7.44,"Southeastern Bering Sea"
"4963",1991-10-18,4.45,"Northern Bering Sea"
"4964",1991-10-18,7.31,"Southeastern Bering Sea"
"4965",1991-10-19,4.26,"Northern Bering Sea"
"4966",1991-10-19,6.97,"Southeastern Bering Sea"
"4967",1991-10-20,4.78,"Northern Bering Sea"
"4968",1991-10-20,7.37,"Southeastern Bering Sea"
"4969",1991-10-21,4.06,"Northern Bering Sea"
"4970",1991-10-21,7.01,"Southeastern Bering Sea"
"4971",1991-10-22,3.9,"Northern Bering Sea"
"4972",1991-10-22,6.89,"Southeastern Bering Sea"
"4973",1991-10-23,4.39,"Northern Bering Sea"
"4974",1991-10-23,7.05,"Southeastern Bering Sea"
"4975",1991-10-24,4.56,"Northern Bering Sea"
"4976",1991-10-24,7,"Southeastern Bering Sea"
"4977",1991-10-25,4.56,"Northern Bering Sea"
"4978",1991-10-25,7.04,"Southeastern Bering Sea"
"4979",1991-10-26,4.28,"Northern Bering Sea"
"4980",1991-10-26,6.3,"Southeastern Bering Sea"
"4981",1991-10-27,4.31,"Northern Bering Sea"
"4982",1991-10-27,6.43,"Southeastern Bering Sea"
"4983",1991-10-28,4.01,"Northern Bering Sea"
"4984",1991-10-28,6.35,"Southeastern Bering Sea"
"4985",1991-10-29,3.94,"Northern Bering Sea"
"4986",1991-10-29,6.36,"Southeastern Bering Sea"
"4987",1991-10-30,3.95,"Northern Bering Sea"
"4988",1991-10-30,6.53,"Southeastern Bering Sea"
"4989",1991-10-31,3.68,"Northern Bering Sea"
"4990",1991-10-31,6.82,"Southeastern Bering Sea"
"4991",1991-11-01,4.45,"Northern Bering Sea"
"4992",1991-11-01,6.83,"Southeastern Bering Sea"
"4993",1991-11-02,4.66,"Northern Bering Sea"
"4994",1991-11-02,6.82,"Southeastern Bering Sea"
"4995",1991-11-03,4.35,"Northern Bering Sea"
"4996",1991-11-03,6.56,"Southeastern Bering Sea"
"4997",1991-11-04,4.2,"Northern Bering Sea"
"4998",1991-11-04,6.28,"Southeastern Bering Sea"
"4999",1991-11-05,4.56,"Northern Bering Sea"
"5000",1991-11-05,6.34,"Southeastern Bering Sea"
"5001",1991-11-06,4.93,"Northern Bering Sea"
"5002",1991-11-06,6.83,"Southeastern Bering Sea"
"5003",1991-11-07,5,"Northern Bering Sea"
"5004",1991-11-07,6.82,"Southeastern Bering Sea"
"5005",1991-11-08,4,"Northern Bering Sea"
"5006",1991-11-08,6.35,"Southeastern Bering Sea"
"5007",1991-11-09,3.06,"Northern Bering Sea"
"5008",1991-11-09,5.77,"Southeastern Bering Sea"
"5009",1991-11-10,2.8,"Northern Bering Sea"
"5010",1991-11-10,5.61,"Southeastern Bering Sea"
"5011",1991-11-11,2.57,"Northern Bering Sea"
"5012",1991-11-11,5.35,"Southeastern Bering Sea"
"5013",1991-11-12,2.18,"Northern Bering Sea"
"5014",1991-11-12,5.17,"Southeastern Bering Sea"
"5015",1991-11-13,2.47,"Northern Bering Sea"
"5016",1991-11-13,5.04,"Southeastern Bering Sea"
"5017",1991-11-14,2.25,"Northern Bering Sea"
"5018",1991-11-14,4.87,"Southeastern Bering Sea"
"5019",1991-11-15,2.2,"Northern Bering Sea"
"5020",1991-11-15,4.99,"Southeastern Bering Sea"
"5021",1991-11-16,2.24,"Northern Bering Sea"
"5022",1991-11-16,5.08,"Southeastern Bering Sea"
"5023",1991-11-17,2.01,"Northern Bering Sea"
"5024",1991-11-17,4.94,"Southeastern Bering Sea"
"5025",1991-11-18,1.73,"Northern Bering Sea"
"5026",1991-11-18,4.81,"Southeastern Bering Sea"
"5027",1991-11-19,1.59,"Northern Bering Sea"
"5028",1991-11-19,4.56,"Southeastern Bering Sea"
"5029",1991-11-20,1.53,"Northern Bering Sea"
"5030",1991-11-20,4.65,"Southeastern Bering Sea"
"5031",1991-11-21,1.4,"Northern Bering Sea"
"5032",1991-11-21,4.65,"Southeastern Bering Sea"
"5033",1991-11-22,1.47,"Northern Bering Sea"
"5034",1991-11-22,4.63,"Southeastern Bering Sea"
"5035",1991-11-23,1.5,"Northern Bering Sea"
"5036",1991-11-23,4.55,"Southeastern Bering Sea"
"5037",1991-11-24,1.63,"Northern Bering Sea"
"5038",1991-11-24,4.42,"Southeastern Bering Sea"
"5039",1991-11-25,1.63,"Northern Bering Sea"
"5040",1991-11-25,4.37,"Southeastern Bering Sea"
"5041",1991-11-26,1.68,"Northern Bering Sea"
"5042",1991-11-26,4.63,"Southeastern Bering Sea"
"5043",1991-11-27,1.64,"Northern Bering Sea"
"5044",1991-11-27,4.7,"Southeastern Bering Sea"
"5045",1991-11-28,1.37,"Northern Bering Sea"
"5046",1991-11-28,4.38,"Southeastern Bering Sea"
"5047",1991-11-29,1.03,"Northern Bering Sea"
"5048",1991-11-29,3.95,"Southeastern Bering Sea"
"5049",1991-11-30,0.75,"Northern Bering Sea"
"5050",1991-11-30,3.58,"Southeastern Bering Sea"
"5051",1991-12-01,0.62,"Northern Bering Sea"
"5052",1991-12-01,3.39,"Southeastern Bering Sea"
"5053",1991-12-02,0.56,"Northern Bering Sea"
"5054",1991-12-02,3.12,"Southeastern Bering Sea"
"5055",1991-12-03,0.59,"Northern Bering Sea"
"5056",1991-12-03,3.15,"Southeastern Bering Sea"
"5057",1991-12-04,0.56,"Northern Bering Sea"
"5058",1991-12-04,3.1,"Southeastern Bering Sea"
"5059",1991-12-05,0.49,"Northern Bering Sea"
"5060",1991-12-05,3.18,"Southeastern Bering Sea"
"5061",1991-12-06,0.38,"Northern Bering Sea"
"5062",1991-12-06,3.14,"Southeastern Bering Sea"
"5063",1991-12-07,0.35,"Northern Bering Sea"
"5064",1991-12-07,3.25,"Southeastern Bering Sea"
"5065",1991-12-08,0.23,"Northern Bering Sea"
"5066",1991-12-08,3.03,"Southeastern Bering Sea"
"5067",1991-12-09,0.36,"Northern Bering Sea"
"5068",1991-12-09,3.24,"Southeastern Bering Sea"
"5069",1991-12-10,0.29,"Northern Bering Sea"
"5070",1991-12-10,3.21,"Southeastern Bering Sea"
"5071",1991-12-11,0.08,"Northern Bering Sea"
"5072",1991-12-11,3.33,"Southeastern Bering Sea"
"5073",1991-12-12,0.06,"Northern Bering Sea"
"5074",1991-12-12,3.29,"Southeastern Bering Sea"
"5075",1991-12-13,-0.07,"Northern Bering Sea"
"5076",1991-12-13,3.08,"Southeastern Bering Sea"
"5077",1991-12-14,-0.08,"Northern Bering Sea"
"5078",1991-12-14,3.07,"Southeastern Bering Sea"
"5079",1991-12-15,-0.11,"Northern Bering Sea"
"5080",1991-12-15,3.04,"Southeastern Bering Sea"
"5081",1991-12-16,-0.11,"Northern Bering Sea"
"5082",1991-12-16,2.98,"Southeastern Bering Sea"
"5083",1991-12-17,-0.24,"Northern Bering Sea"
"5084",1991-12-17,2.75,"Southeastern Bering Sea"
"5085",1991-12-18,-0.44,"Northern Bering Sea"
"5086",1991-12-18,2.55,"Southeastern Bering Sea"
"5087",1991-12-19,-0.54,"Northern Bering Sea"
"5088",1991-12-19,2.54,"Southeastern Bering Sea"
"5089",1991-12-20,-0.6,"Northern Bering Sea"
"5090",1991-12-20,2.68,"Southeastern Bering Sea"
"5091",1991-12-21,-0.65,"Northern Bering Sea"
"5092",1991-12-21,2.59,"Southeastern Bering Sea"
"5093",1991-12-22,-0.7,"Northern Bering Sea"
"5094",1991-12-22,2.52,"Southeastern Bering Sea"
"5095",1991-12-23,-0.73,"Northern Bering Sea"
"5096",1991-12-23,2.53,"Southeastern Bering Sea"
"5097",1991-12-24,-0.79,"Northern Bering Sea"
"5098",1991-12-24,2.19,"Southeastern Bering Sea"
"5099",1991-12-25,-0.82,"Northern Bering Sea"
"5100",1991-12-25,2.49,"Southeastern Bering Sea"
"5101",1991-12-26,-0.86,"Northern Bering Sea"
"5102",1991-12-26,2.47,"Southeastern Bering Sea"
"5103",1991-12-27,-0.9,"Northern Bering Sea"
"5104",1991-12-27,2.36,"Southeastern Bering Sea"
"5105",1991-12-28,-1.2,"Northern Bering Sea"
"5106",1991-12-28,2.07,"Southeastern Bering Sea"
"5107",1991-12-29,-1.26,"Northern Bering Sea"
"5108",1991-12-29,1.93,"Southeastern Bering Sea"
"5109",1991-12-30,-1.32,"Northern Bering Sea"
"5110",1991-12-30,1.88,"Southeastern Bering Sea"
"5111",1991-12-31,-1.3,"Northern Bering Sea"
"5112",1991-12-31,1.96,"Southeastern Bering Sea"
"5113",1992-01-01,-1.32,"Northern Bering Sea"
"5114",1992-01-01,1.92,"Southeastern Bering Sea"
"5115",1992-01-02,-1.41,"Northern Bering Sea"
"5116",1992-01-02,1.49,"Southeastern Bering Sea"
"5117",1992-01-03,-1.35,"Northern Bering Sea"
"5118",1992-01-03,1.67,"Southeastern Bering Sea"
"5119",1992-01-04,-1.32,"Northern Bering Sea"
"5120",1992-01-04,1.9,"Southeastern Bering Sea"
"5121",1992-01-05,-1.4,"Northern Bering Sea"
"5122",1992-01-05,1.77,"Southeastern Bering Sea"
"5123",1992-01-06,-1.46,"Northern Bering Sea"
"5124",1992-01-06,1.43,"Southeastern Bering Sea"
"5125",1992-01-07,-1.56,"Northern Bering Sea"
"5126",1992-01-07,1.38,"Southeastern Bering Sea"
"5127",1992-01-08,-1.66,"Northern Bering Sea"
"5128",1992-01-08,1.21,"Southeastern Bering Sea"
"5129",1992-01-09,-1.62,"Northern Bering Sea"
"5130",1992-01-09,1.4,"Southeastern Bering Sea"
"5131",1992-01-10,-1.59,"Northern Bering Sea"
"5132",1992-01-10,1.55,"Southeastern Bering Sea"
"5133",1992-01-11,-1.52,"Northern Bering Sea"
"5134",1992-01-11,1.73,"Southeastern Bering Sea"
"5135",1992-01-12,-1.41,"Northern Bering Sea"
"5136",1992-01-12,1.79,"Southeastern Bering Sea"
"5137",1992-01-13,-1.3,"Northern Bering Sea"
"5138",1992-01-13,2.21,"Southeastern Bering Sea"
"5139",1992-01-14,-1.28,"Northern Bering Sea"
"5140",1992-01-14,2.36,"Southeastern Bering Sea"
"5141",1992-01-15,-1.34,"Northern Bering Sea"
"5142",1992-01-15,2.38,"Southeastern Bering Sea"
"5143",1992-01-16,-1.36,"Northern Bering Sea"
"5144",1992-01-16,2.25,"Southeastern Bering Sea"
"5145",1992-01-17,-1.39,"Northern Bering Sea"
"5146",1992-01-17,2.22,"Southeastern Bering Sea"
"5147",1992-01-18,-1.42,"Northern Bering Sea"
"5148",1992-01-18,1.93,"Southeastern Bering Sea"
"5149",1992-01-19,-1.45,"Northern Bering Sea"
"5150",1992-01-19,1.69,"Southeastern Bering Sea"
"5151",1992-01-20,-1.47,"Northern Bering Sea"
"5152",1992-01-20,1.47,"Southeastern Bering Sea"
"5153",1992-01-21,-1.48,"Northern Bering Sea"
"5154",1992-01-21,1.36,"Southeastern Bering Sea"
"5155",1992-01-22,-1.57,"Northern Bering Sea"
"5156",1992-01-22,1.27,"Southeastern Bering Sea"
"5157",1992-01-23,-1.56,"Northern Bering Sea"
"5158",1992-01-23,1.35,"Southeastern Bering Sea"
"5159",1992-01-24,-1.51,"Northern Bering Sea"
"5160",1992-01-24,1.53,"Southeastern Bering Sea"
"5161",1992-01-25,-1.51,"Northern Bering Sea"
"5162",1992-01-25,1.44,"Southeastern Bering Sea"
"5163",1992-01-26,-1.64,"Northern Bering Sea"
"5164",1992-01-26,1.34,"Southeastern Bering Sea"
"5165",1992-01-27,-1.58,"Northern Bering Sea"
"5166",1992-01-27,1.34,"Southeastern Bering Sea"
"5167",1992-01-28,-1.58,"Northern Bering Sea"
"5168",1992-01-28,1.19,"Southeastern Bering Sea"
"5169",1992-01-29,-1.61,"Northern Bering Sea"
"5170",1992-01-29,0.88,"Southeastern Bering Sea"
"5171",1992-01-30,-1.69,"Northern Bering Sea"
"5172",1992-01-30,0.43,"Southeastern Bering Sea"
"5173",1992-01-31,-1.68,"Northern Bering Sea"
"5174",1992-01-31,0.47,"Southeastern Bering Sea"
"5175",1992-02-01,-1.63,"Northern Bering Sea"
"5176",1992-02-01,0.54,"Southeastern Bering Sea"
"5177",1992-02-02,-1.57,"Northern Bering Sea"
"5178",1992-02-02,0.8,"Southeastern Bering Sea"
"5179",1992-02-03,-1.59,"Northern Bering Sea"
"5180",1992-02-03,0.72,"Southeastern Bering Sea"
"5181",1992-02-04,-1.63,"Northern Bering Sea"
"5182",1992-02-04,0.63,"Southeastern Bering Sea"
"5183",1992-02-05,-1.64,"Northern Bering Sea"
"5184",1992-02-05,0.49,"Southeastern Bering Sea"
"5185",1992-02-06,-1.64,"Northern Bering Sea"
"5186",1992-02-06,0.33,"Southeastern Bering Sea"
"5187",1992-02-07,-1.63,"Northern Bering Sea"
"5188",1992-02-07,0.43,"Southeastern Bering Sea"
"5189",1992-02-08,-1.68,"Northern Bering Sea"
"5190",1992-02-08,0.42,"Southeastern Bering Sea"
"5191",1992-02-09,-1.69,"Northern Bering Sea"
"5192",1992-02-09,0.36,"Southeastern Bering Sea"
"5193",1992-02-10,-1.68,"Northern Bering Sea"
"5194",1992-02-10,0.27,"Southeastern Bering Sea"
"5195",1992-02-11,-1.61,"Northern Bering Sea"
"5196",1992-02-11,0.44,"Southeastern Bering Sea"
"5197",1992-02-12,-1.49,"Northern Bering Sea"
"5198",1992-02-12,0.79,"Southeastern Bering Sea"
"5199",1992-02-13,-1.39,"Northern Bering Sea"
"5200",1992-02-13,0.97,"Southeastern Bering Sea"
"5201",1992-02-14,-1.34,"Northern Bering Sea"
"5202",1992-02-14,1.07,"Southeastern Bering Sea"
"5203",1992-02-15,-1.46,"Northern Bering Sea"
"5204",1992-02-15,0.77,"Southeastern Bering Sea"
"5205",1992-02-16,-1.49,"Northern Bering Sea"
"5206",1992-02-16,0.55,"Southeastern Bering Sea"
"5207",1992-02-17,-1.6,"Northern Bering Sea"
"5208",1992-02-17,0.38,"Southeastern Bering Sea"
"5209",1992-02-18,-1.48,"Northern Bering Sea"
"5210",1992-02-18,0.47,"Southeastern Bering Sea"
"5211",1992-02-19,-1.49,"Northern Bering Sea"
"5212",1992-02-19,0.52,"Southeastern Bering Sea"
"5213",1992-02-20,-1.55,"Northern Bering Sea"
"5214",1992-02-20,0.4,"Southeastern Bering Sea"
"5215",1992-02-21,-1.58,"Northern Bering Sea"
"5216",1992-02-21,0.32,"Southeastern Bering Sea"
"5217",1992-02-22,-1.53,"Northern Bering Sea"
"5218",1992-02-22,0.26,"Southeastern Bering Sea"
"5219",1992-02-23,-1.54,"Northern Bering Sea"
"5220",1992-02-23,0.24,"Southeastern Bering Sea"
"5221",1992-02-24,-1.53,"Northern Bering Sea"
"5222",1992-02-24,0.25,"Southeastern Bering Sea"
"5223",1992-02-25,-1.46,"Northern Bering Sea"
"5224",1992-02-25,0.28,"Southeastern Bering Sea"
"5225",1992-02-26,-1.49,"Northern Bering Sea"
"5226",1992-02-26,0.28,"Southeastern Bering Sea"
"5227",1992-02-27,-1.53,"Northern Bering Sea"
"5228",1992-02-27,0.21,"Southeastern Bering Sea"
"5229",1992-02-28,-1.55,"Northern Bering Sea"
"5230",1992-02-28,0.12,"Southeastern Bering Sea"
"5231",1992-02-29,-1.59,"Northern Bering Sea"
"5232",1992-02-29,-0.25,"Southeastern Bering Sea"
"5233",1992-03-01,-1.61,"Northern Bering Sea"
"5234",1992-03-01,-0.27,"Southeastern Bering Sea"
"5235",1992-03-02,-1.63,"Northern Bering Sea"
"5236",1992-03-02,-0.24,"Southeastern Bering Sea"
"5237",1992-03-03,-1.63,"Northern Bering Sea"
"5238",1992-03-03,-0.08,"Southeastern Bering Sea"
"5239",1992-03-04,-1.63,"Northern Bering Sea"
"5240",1992-03-04,-0.06,"Southeastern Bering Sea"
"5241",1992-03-05,-1.64,"Northern Bering Sea"
"5242",1992-03-05,-0.06,"Southeastern Bering Sea"
"5243",1992-03-06,-1.65,"Northern Bering Sea"
"5244",1992-03-06,-0.19,"Southeastern Bering Sea"
"5245",1992-03-07,-1.66,"Northern Bering Sea"
"5246",1992-03-07,-0.3,"Southeastern Bering Sea"
"5247",1992-03-08,-1.68,"Northern Bering Sea"
"5248",1992-03-08,-0.37,"Southeastern Bering Sea"
"5249",1992-03-09,-1.7,"Northern Bering Sea"
"5250",1992-03-09,-0.42,"Southeastern Bering Sea"
"5251",1992-03-10,-1.73,"Northern Bering Sea"
"5252",1992-03-10,-0.42,"Southeastern Bering Sea"
"5253",1992-03-11,-1.71,"Northern Bering Sea"
"5254",1992-03-11,-0.38,"Southeastern Bering Sea"
"5255",1992-03-12,-1.69,"Northern Bering Sea"
"5256",1992-03-12,-0.17,"Southeastern Bering Sea"
"5257",1992-03-13,-1.72,"Northern Bering Sea"
"5258",1992-03-13,-0.34,"Southeastern Bering Sea"
"5259",1992-03-14,-1.74,"Northern Bering Sea"
"5260",1992-03-14,-0.34,"Southeastern Bering Sea"
"5261",1992-03-15,-1.75,"Northern Bering Sea"
"5262",1992-03-15,-0.45,"Southeastern Bering Sea"
"5263",1992-03-16,-1.76,"Northern Bering Sea"
"5264",1992-03-16,-0.47,"Southeastern Bering Sea"
"5265",1992-03-17,-1.77,"Northern Bering Sea"
"5266",1992-03-17,-0.55,"Southeastern Bering Sea"
"5267",1992-03-18,-1.84,"Northern Bering Sea"
"5268",1992-03-18,-0.64,"Southeastern Bering Sea"
"5269",1992-03-19,-1.84,"Northern Bering Sea"
"5270",1992-03-19,-0.7,"Southeastern Bering Sea"
"5271",1992-03-20,-1.82,"Northern Bering Sea"
"5272",1992-03-20,-0.64,"Southeastern Bering Sea"
"5273",1992-03-21,-1.78,"Northern Bering Sea"
"5274",1992-03-21,-0.51,"Southeastern Bering Sea"
"5275",1992-03-22,-1.79,"Northern Bering Sea"
"5276",1992-03-22,-0.48,"Southeastern Bering Sea"
"5277",1992-03-23,-1.8,"Northern Bering Sea"
"5278",1992-03-23,-0.5,"Southeastern Bering Sea"
"5279",1992-03-24,-1.83,"Northern Bering Sea"
"5280",1992-03-24,-0.64,"Southeastern Bering Sea"
"5281",1992-03-25,-1.84,"Northern Bering Sea"
"5282",1992-03-25,-0.83,"Southeastern Bering Sea"
"5283",1992-03-26,-1.85,"Northern Bering Sea"
"5284",1992-03-26,-0.82,"Southeastern Bering Sea"
"5285",1992-03-27,-1.83,"Northern Bering Sea"
"5286",1992-03-27,-0.69,"Southeastern Bering Sea"
"5287",1992-03-28,-1.82,"Northern Bering Sea"
"5288",1992-03-28,-0.6,"Southeastern Bering Sea"
"5289",1992-03-29,-1.82,"Northern Bering Sea"
"5290",1992-03-29,-0.63,"Southeastern Bering Sea"
"5291",1992-03-30,-1.81,"Northern Bering Sea"
"5292",1992-03-30,-0.76,"Southeastern Bering Sea"
"5293",1992-03-31,-1.82,"Northern Bering Sea"
"5294",1992-03-31,-0.77,"Southeastern Bering Sea"
"5295",1992-04-01,-1.81,"Northern Bering Sea"
